Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcNIZ2Y4eM,Ugwct5vPVoZeV3FHVox4AaABAg,@MelekUslu-r1l,@Nnissnissa,Aynı ekiple ikinci sezonu bekliyoruz zz,1,1 ay önce,Evet,positive,0.7247,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcO50qImi9,Ugwct5vPVoZeV3FHVox4AaABAg,@AylinYesilyurd-x6b,@Nnissnissa,Herkesin eline emeğine sağlık artık merakla bekleyeceğim bir Yeni bölüm  olmayacak bu çok üzücü ama bir sonraki sezonu merakla bekleyeceğiz çok eğlenceli çok güzel bir işti gerek sponsor gerek ekip enerjisi harikaydı iyiki varsınız 🎉❤,1,1 ay önce,Evet,positive,0.8973,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcOJVDHe99,Ugwct5vPVoZeV3FHVox4AaABAg,@FK7NN,@Nnissnissa,Aynı Kadro ile 2. sezon....,1,1 ay önce,Evet,neutral,0.6025,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcZOTdWC1-,Ugwct5vPVoZeV3FHVox4AaABAg,@Axuschanel,@Nnissnissa,​ @FK7NN yok be farklı,0,1 ay önce,Evet,negative,0.433,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcSCciHOX4,Ugwct5vPVoZeV3FHVox4AaABAg,@volkanik739,@Nnissnissa,2. Sezon ebonivonu'da bekliyoruz🔥🔥,1,1 ay önce,Evet,positive,0.5467,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcUVAF-gp-,Ugwct5vPVoZeV3FHVox4AaABAg,@gamerscetin718,@Nnissnissa,"SAKIN KENDİNİZİ ""İYİ FORMAT YAPTIK"" LA KANDIRMAYIN!! KADRONUN AZİZLİĞİ, KADRO SÜPERDİ!! ❤️",1,1 ay önce,Evet,negative,0.8384,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcbSHLzf6z,Ugwct5vPVoZeV3FHVox4AaABAg,@ResulBasmakci,@Nnissnissa,Tv programlarından kat ve kat güzeldi efsaneydi harikaydı,1,1 ay önce,Evet,positive,0.9136,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcdPGauVED,Ugwct5vPVoZeV3FHVox4AaABAg,@alipolat7562,@Nnissnissa,Haftaya 2.sezob 1. Bölüm elraeen bekliyoruz,1,1 ay önce,Evet,positive,0.5266,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUceWZUfPFl,Ugwct5vPVoZeV3FHVox4AaABAg,@geldegülekk_T9,@Nnissnissa,55:49,1,1 ay önce,Evet,neutral,0.5501,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcgljAdMtQ,Ugwct5vPVoZeV3FHVox4AaABAg,@Pi0nn1,@Nnissnissa,2.sezonm gelmesi lazımm lazımmm,1,1 ay önce,Evet,neutral,0.4029,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcl-oR_Skf,Ugwct5vPVoZeV3FHVox4AaABAg,@toprakkarabay-u8k,@Nnissnissa,2. sezon kesinlikle gelmeli,1,1 ay önce,Evet,positive,0.4474,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUd3AkMf7bV,Ugwct5vPVoZeV3FHVox4AaABAg,@Kawaii_Jyrox8,@Nnissnissa,2.sezon yapilmassa oyunu birakiyom haberin ola mlbb,1,1 ay önce,Evet,neutral,0.5922,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUdIp3Uf7_s,Ugwct5vPVoZeV3FHVox4AaABAg,@knyazkk,@Nnissnissa,Aynı ekiple 2. sezon gelirse aşırı sarar üzme bizi Mlbb yıllardır seninleyiz sende 2. sezonu patlatta gülsün yüzümüz efsane bi seriydi komik eğlenceli sempatik Mlbb gibi yıllardır patlayıp yayıncılar tarafından kesfedilmesini beklediğim bir oyunda sponsor olunca daha da güzel herkesin emeğine sağlık.,1,1 ay önce,Evet,positive,0.8179,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUdKI0vaENx,Ugwct5vPVoZeV3FHVox4AaABAg,@Trabzonlumaximin,@Nnissnissa,yakup tv eklensin,1,1 ay önce,Evet,negative,0.5485,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUeB7CO1Ugb,Ugwct5vPVoZeV3FHVox4AaABAg,@emirdikmen9484,@Nnissnissa,kadro degismemeli,1,1 ay önce,Evet,negative,0.4413,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUeS5B39zsg,Ugwct5vPVoZeV3FHVox4AaABAg,@bAyhiçkimse_7,@Nnissnissa,Yakın zaman 2. Sezon bekliyoruz mükemmel,1,1 ay önce,Evet,positive,0.8985,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUfIO1IWCFi,Ugwct5vPVoZeV3FHVox4AaABAg,@İlknuur06,@Nnissnissa,AYNI KADROYU İSTİYORUZ,1,1 ay önce,Evet,neutral,0.4524,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUgtd8_5Mn3,Ugwct5vPVoZeV3FHVox4AaABAg,@Spielkiller44,@Nnissnissa,Çabuk getirin kitleyi kaybetmeyin 2. Sezon son sezon olsun tadı damakta kalsın keyif alarak izlediğimiz bir yarışma,1,1 ay önce,Evet,positive,0.4709,öneri/tavsiye,olumlu,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUh8gE1eDIm,Ugwct5vPVoZeV3FHVox4AaABAg,@nurisahin7191,@Nnissnissa,İkinci sezon: Yeni ekipte Enis- Çağrı-jahrein - alper çağlar - ataberk doğan - bir tanedene kız jsjs olsa oda acayip sarar,1,1 ay önce,Evet,positive,0.4368,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUjeOmUcEOL,Ugwct5vPVoZeV3FHVox4AaABAg,@osyms1k1c1,@Nnissnissa,parayı  basın bunun 2.sezonu veya başka yarışma ne varsa yapıştırın,1,1 ay önce,Evet,neutral,0.602,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFXHkZXwh,Ugwct5vPVoZeV3FHVox4AaABAg,@aydncankeles5833,@Nnissnissa,Oyunu oynamam ama seri çok iyiydi devam etsin,0,1 ay önce,Evet,positive,0.8736,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFquumHDV,Ugwct5vPVoZeV3FHVox4AaABAg,@JungsalyoksafeedimFTRyoo,@Nnissnissa,GLOBAL 1 OLDUĞUM 4 ÇAR VAR VE BİR TON HERODA GLOBALİM EĞER YENİ SEZON GELMEZSE BIRAKIRIM,0,1 ay önce,Evet,negative,0.4442,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFwE41F3R,Ugwct5vPVoZeV3FHVox4AaABAg,@denizaksoy6727,@Nnissnissa,+1,0,1 ay önce,Evet,neutral,0.4442,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFx5oDhuI,Ugwct5vPVoZeV3FHVox4AaABAg,@omertalha3354,@Nnissnissa,devamı olsun çekiliş olmasa da olur enis kirazoğlu yine juri olsun başka ekiple devam,0,1 ay önce,Evet,neutral,0.4792,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcGPcXKZLR,Ugwct5vPVoZeV3FHVox4AaABAg,@Mehmet_K37,@Nnissnissa,2. Sezon olursa farklı kadroyla ilk sezon kadar tutmasada yine eğlenceli olur bence bu konsept aynı kadro ile daha eğlenceli olur böyle etkinlikli sponsorlara can kurban farklı isimlerle farklı etkinlikler de olabilir ama bu kadro harbi çok sağlam ileride bu kadroyu jüri yaparsak güzel görüntüler ortaya çıkar,0,1 ay önce,Evet,positive,0.8706,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcLcgApVbc,Ugwct5vPVoZeV3FHVox4AaABAg,@shinobi_忍者,@Nnissnissa,​ @Mehmet_K37 aynı kadro olsa eğlencesi olmaz zatan yapılan tekdar yapılıyor amma aynı kadroyla içeriği biraz değişseler olur,0,1 ay önce,Evet,negative,0.4411,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcGglQBXJI,Ugwct5vPVoZeV3FHVox4AaABAg,@MerTdWr,@Nnissnissa,Sezon 2 en yakın zamanda bekliyoruz #mobilelegendstr,0,1 ay önce,Evet,neutral,0.5072,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcGr4VSD5U,Ugwct5vPVoZeV3FHVox4AaABAg,@DEDELERINEFENDISI,@Nnissnissa,Bu kadar keyif aldıysanız haftaya 2. Sezon yaparsınız,0,1 ay önce,Evet,positive,0.7479,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcGtoTHXNY,Ugwct5vPVoZeV3FHVox4AaABAg,@Cearex,@Nnissnissa,Sezon 2 acil,0,1 ay önce,Evet,neutral,0.5895,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcHAscHjOI,Ugwct5vPVoZeV3FHVox4AaABAg,@silverlion1905,@Nnissnissa,Olur da ikinci sezon olursa taneri görmek istemem şahsen. İzlerken iğrendiğim tiksindiğim çok yer oldu seride. Sofrada saçıyla sakalıyla sürekli oynaması o ellerle ekmeğe saldırması ağzındakileri püskürtmesi daha neler neler...,0,1 ay önce,Evet,negative,0.8563,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcHIba41lo,Ugwct5vPVoZeV3FHVox4AaABAg,@zanneyss,@Nnissnissa,2. sezon gelmelı mutlaka en keyıf aldıgım ıcerıklerden bırıydı !,0,1 ay önce,Evet,positive,0.7094,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcIlIpKRr3,Ugwct5vPVoZeV3FHVox4AaABAg,@SHADOW-zx5rj,@Nnissnissa,2.sezon en yakın zamanda gelmeli,0,1 ay önce,Evet,neutral,0.5045,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcImejNjnb,Ugwct5vPVoZeV3FHVox4AaABAg,@ayanamireieva-00,@Nnissnissa,2. sezon,0,1 ay önce,Evet,neutral,0.5243,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcInlHyXO_,Ugwct5vPVoZeV3FHVox4AaABAg,@TalhaDinler-p7n,@Nnissnissa,2. Sezon lazım,0,1 ay önce,Evet,neutral,0.5416,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcIrzbPIzJ,Ugwct5vPVoZeV3FHVox4AaABAg,@Ephemeral_one,@Nnissnissa,İkinci sezon isteriz,0,1 ay önce,Evet,neutral,0.6042,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcIwHI2UJz,Ugwct5vPVoZeV3FHVox4AaABAg,@VebaDoktoru-iz2wd,@Nnissnissa,2.sezonu heyecanla bekliyoruz,0,1 ay önce,Evet,positive,0.7374,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJ4FLDYP1,Ugwct5vPVoZeV3FHVox4AaABAg,@CananÖztürk-k9x,@Nnissnissa,Bu projenin 2.Sezonu gelirse kadro ekip değişmesin .Projenin eylenceli ve öne çıkan yüzü Elraenn Raenee Eray,0,1 ay önce,Evet,positive,0.4751,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJ5sR4kLm,Ugwct5vPVoZeV3FHVox4AaABAg,@Morriix,@Nnissnissa,2 SEZON,0,1 ay önce,Evet,neutral,0.5085,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJ8rY0h90,Ugwct5vPVoZeV3FHVox4AaABAg,@YunusYurt-n9o,@Nnissnissa,Acil gelsin,0,1 ay önce,Evet,neutral,0.5435,öneri/tavsiye,nötr,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJCKyd18A,Ugwct5vPVoZeV3FHVox4AaABAg,@arda4948,@Nnissnissa,2.sezonnn ama aynı kadro olsun lütfen,0,1 ay önce,Evet,neutral,0.4398,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJEA28C7W,Ugwct5vPVoZeV3FHVox4AaABAg,@Alperen_1903,@Nnissnissa,bitmesin nolur ya,0,1 ay önce,Evet,negative,0.831,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJIr3bASz,Ugwct5vPVoZeV3FHVox4AaABAg,@erenalm8272,@Nnissnissa,2. sezonu aynı kadro ile sabırsızlıkla bekliyoruz,0,1 ay önce,Evet,positive,0.7709,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJQ4AZCoy,Ugwct5vPVoZeV3FHVox4AaABAg,@memolicik76gercek,@Nnissnissa,nasıl yani bi dahaki ramazan sezon 2 ile karşımızamı gelceksiniz,0,1 ay önce,Evet,neutral,0.6902,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJf4bZ3bs,Ugwct5vPVoZeV3FHVox4AaABAg,@Panik-e4i,@Nnissnissa,OLEY,0,1 ay önce,Evet,positive,0.3518,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJr8GIsGc,Ugwct5vPVoZeV3FHVox4AaABAg,@Gokkocpn,@Nnissnissa,çekiliş ne zaman bitiyor?,0,1 ay önce,Evet,neutral,0.8238,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJsGaTV4Z,Ugwct5vPVoZeV3FHVox4AaABAg,@Beng46,@Nnissnissa,2.seeeeezooonnnn bu,0,1 ay önce,Evet,negative,0.4032,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJvwCGhTh,Ugwct5vPVoZeV3FHVox4AaABAg,@ArasErkal-l2e9u,@Nnissnissa,ikinci sezonu at basarım ofisini,0,1 ay önce,Evet,neutral,0.4623,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcKUKB_pkL,Ugwct5vPVoZeV3FHVox4AaABAg,@tolunaycelikbag,@Nnissnissa,Güzeldi,0,1 ay önce,Evet,positive,0.7517,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcKvs9BQ_w,Ugwct5vPVoZeV3FHVox4AaABAg,@dogukan_1234,@Nnissnissa,2. Sezon gelsin,0,1 ay önce,Evet,neutral,0.4303,öneri/tavsiye,nötr,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcL0RWoZlN,Ugwct5vPVoZeV3FHVox4AaABAg,@AliYokluk-xt9ro,@Nnissnissa,Yorum yapacana hanabi meinlere birşey yap bıktık yaw,0,1 ay önce,Evet,negative,0.9029,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcL2_EhrVi,Ugwct5vPVoZeV3FHVox4AaABAg,@Comehirman,@Nnissnissa,Devamı gelsin sevgili mbll,0,1 ay önce,Evet,neutral,0.5092,öneri/tavsiye,nötr,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcL4cps7on,Ugwct5vPVoZeV3FHVox4AaABAg,@Ijamaıs,@Nnissnissa,Enis hoca olmasa olmaz ama :D,0,1 ay önce,Evet,positive,0.6369,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcLKQry1Ip,Ugwct5vPVoZeV3FHVox4AaABAg,@eryasdf6024,@Nnissnissa,Devamı helsin tüm sulaleme mlbb yüklerim,0,1 ay önce,Evet,neutral,0.6334,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcLT_vu8Hc,Ugwct5vPVoZeV3FHVox4AaABAg,@efeaydn8355,@Nnissnissa,sarad,0,1 ay önce,Evet,negative,0.3821,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcLVls4_O_,Ugwct5vPVoZeV3FHVox4AaABAg,@oyunlarnkrali7259,@Nnissnissa,Abi yenisi gelsin,0,1 ay önce,Evet,neutral,0.4288,öneri/tavsiye,nötr,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcM8KXr5L1,Ugwct5vPVoZeV3FHVox4AaABAg,@Ahmetmrc0,@Nnissnissa,AYNI KADRO 2. SEZON,0,1 ay önce,Evet,neutral,0.7509,,nötr,nötr
