Video Başlığı,Yorum ID,Yorum Metni,Nihai_Etiket,etiket_id,Beğeni Sayısı,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxovJCrEAlY48YZkBx4AaABAg,taner abi duygusal konuşma yaparken laps kesiliyor😂😂,nötr,2,8,Hayır,neutral,0.6226,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxtoypGuReBBbjvTFJ4AaABAg,neden güldün mesela,nötr,2,1,Hayır,neutral,0.4545,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxqjoOBhx2t9KjC46V4AaABAg,Hile ile kazandı bu arada,olumlu,0,1,Hayır,positive,0.4861,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxEJ35yvbpdUsVn3gN4AaABAg,Kesinlikle şimdiye kadar ENN güldüğüm programdı Melis gibi gözlerimden yaş gele gele güldüm,olumlu,0,0,Hayır,positive,0.886,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwIB_aoQlYJlsUQ7xl4AaABAg,Hayatla ilgili öyle güzel şeyler söyledi ki ne bir terapist ne bir kişisel gelişim kitabı verir bunları Gerçekten işinin çıraklığından gelmiş böyle büyük bir ustanın sohbetini dinlemek sanat görüşünü dinlemek ve bunu yaparken de bu kadar gülmek iyi vakit geçirmek gerçekten çok keyifliydi,olumlu,0,260,Hayır,positive,0.9209,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyJ0kV7TGCEACL_PDF4AaABAg.AEK0UkOds6BAEKVDO2mFLT,YAA çok iyi ve güzel din😂,olumlu,0,1,Evet,positive,0.9176,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyGMzqlanwbYq4hnot4AaABAg,Hayatımda bu kadar guldugum tek video 😂☺️😂 çok iyi emoji gerçektir,olumlu,0,0,Hayır,positive,0.9177,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyikHoLXK6zMDkzm4Z4AaABAg.ARoKQdpuXy1ARvDiM21T14,kafayı yaşa taktı,olumsuz,1,1,Evet,negative,0.7007,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugx0Wmtd4fpJTVihoaZ4AaABAg,taner abiye yazık dayıya,olumsuz,1,1,Hayır,negative,0.9338,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz6aKQjKCMvbGbN6354AaABAg,Dunyanin en cirkin gulen insani,olumsuz,1,0,Hayır,negative,0.8078,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzAf2MAqQssUa-WdUB4AaABAg,Kaan Sekban olayı ile ilgili yorum yapan arkadaşlar! Adamın ne dediğini dinlemediniz mi yoksa daha kötüsü anlamadınız mı? Yılmaz Erdoğan dan itibaren sanatta gösteride vs hiyerarşiden usta çırak ilişkisinden bahsederek onlar beni sunamaz ben onları sunabilirim derken aynı hassasiyeti Ricky Gervais için David Chappelle seçenekleri esnasında göstermişken ve haklıyken hala hangi kafayla buralara gelip Cem Yılmaz ı koro halinde linçliyorsunuz? Bu kafa ile daha çok günler görürüz biz bu memlekette Yazık,olumsuz,1,0,Hayır,negative,0.5417,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwY19bXmhU10C5V3hR4AaABAg,Gibi “hot tub” bölümü olmuş bu,olumsuz,1,0,Hayır,negative,0.4723,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwviqbhP0UkmCJmL6h4AaABAg,Orkunun acısını 1 sene önce aldım beğendim bu sene bir daha sipariş verdim bugün kargo elime ulaştı ve içi boş,olumsuz,1,0,Hayır,negative,0.6808,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwvPJcSTK7Iy1S_L2p4AaABAg,Ben Enis arıkan a bayılıyorum Gerçekten müthiş bir insan❤ gülmekten karnıma ağrılar girdi çok doğal bir insan,olumlu,0,2,Hayır,positive,0.8951,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxU5b9qrAado9Lq-ht4AaABAg,kim dedi hesap sorma 😂😂,nötr,2,3,Hayır,neutral,0.7307,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxbUb_7uYR6qSEaQYx4AaABAg,Hastayken tam bir ilac olan video❤,olumlu,0,2,Hayır,positive,0.8478,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyjlTaZVFZnLoXDy4t4AaABAg,Bayildim enise ne güzel konusuyor cidden adam kalite resmen 👏👏,olumlu,0,0,Hayır,positive,0.9181,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzMVKw8ft8d2PdoBrh4AaABAg,Yorumlari silmeniz rezaleti,olumlu,0,16,Hayır,positive,0.5126,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxezwedjN64niY0vw54AaABAg,Bedavaya cem yılmaz var dediler geldik,nötr,2,22,Hayır,neutral,0.6138,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugwaob5rUV3k5pDNKxJ4AaABAg,HAHAHAHAAH kötü yorumların bir kısmını silmişler ezik MISINIZZ Elestirdigimiz hukumetin sisteminden devamm go girll Ha tekrar diyim bi daha orda burda biz kadınları savundugunu yalandan girl support yaptığını görürsem en az seninki kadar sağlam bi kahkaha da benden olur samimiyetsizliğinize,olumsuz,1,38,Hayır,negative,0.7913,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcN8kkzgrx,Bence kadro deişsin mi deişmesin mi diye büyük bir anket yapilabilir enis abi haric farkli yarismacilar gormek istiyormuyuz seneye yoksa ayni ekip kalsin istermiyiz ? Tum sosyal medya uygulamalarindan ulaşılabilecek bir anket olabilir Ama her turlu enis abi esliginde bu programin tekrarlanmasini her halukarda isteriz ❤,öneri/tavsiye,3,0,Evet,neutral,0.4576,öneri/tavsiye
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwzX4rOGj7K8-L86zd4AaABAg,ÖZLEDİK BEE,olumsuz,1,0,Hayır,negative,0.6144,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzVjEvkflS_aSpfEc14AaABAg,Abla neye gülüyon bu kadar ortada komik bişey yok Seyirciyede bol bol sesli gülün mü dediniz,olumsuz,1,3,Hayır,negative,0.7415,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwiMNze7yuFEKr25JF4AaABAg,Seni o kadar seviyorum ki sanki 100 yıldır arkadaşımsın ve yakından tanıyorum öyle bir his ❤❤,olumlu,0,1,Hayır,positive,0.8764,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwrXq6OyLKXVt3mHfB4AaABAg,Video fikri felan fena olmayabilir ama küçücük tur arabsında çok net belli konuşuyosunuz Ben olsam ben de daha iyi olmaya çalışırım gizli çekim yok karanlıkta yüzüne ışık tutup konuşuyor sonra da bizi dinliyor diyor Adam küfr edip susturmaması şans yani,olumsuz,1,14,Hayır,negative,0.5975,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxOm7pcRw2fqYwT0cF4AaABAg.ASvKXOed5K0ASvKeGIRtU7,nasrettin hoca gibi😅,nötr,2,0,Evet,neutral,0.4158,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwAv5fQxlBKL9Dhr5h4AaABAg,Bu mizah dolu sohbetin içinde çok gerçek bir Enis Arıkan tanıdım…,olumlu,0,0,Hayır,positive,0.8598,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxShanjK9zPu0vAVLN4AaABAg,Cem Yılmaz ülkenin en iyi komedyenidir net Kültürlü saygılı her konuda espri üretebilen muhteşem biri!,olumlu,0,0,Hayır,positive,0.9295,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgymLVahwm9NHo1UdFt4AaABAg,orhun abim sağol tartışmalara son verdiğin için,olumlu,0,20,Hayır,positive,0.7722,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUdRATGHiU8,​ <kullaniciadi> nickname,olumsuz,1,54,Evet,negative,0.783,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUpv8qrS7gY,2 sezon olmalı,nötr,2,0,Evet,neutral,0.4898,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxmhQKF7gCEJ6n94kN4AaABAg,Mert ile Tugkan abinin pecete tutacagi bile ayni aq,olumsuz,1,0,Hayır,negative,0.5633,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUiH-mG3K_t,yaklaşık 7 8 senedir mlbb oynuyorum ve bu seri çok fena sardı arayı çok açmadan 2 sezon bekliyoruz gerçekten mlbb ismini oynamayan kitleye bile duyurdu bu serinin payı çok büyük,olumlu,0,0,Evet,positive,0.4779,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzkIyZ2I2ahawHdM0F4AaABAg.AUcM4cWNnK1AUevYy6y1zu,Her hafta sonuncu elense yenisi gelse çok güzel olabilir belki,olumlu,0,3,Evet,positive,0.716,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyJ0kV7TGCEACL_PDF4AaABAg.AEK0UkOds6BAEK3biqsa1D,ben böyle güzel sosis doğrayan görmedim D,olumlu,0,133,Evet,positive,0.8411,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyRfuz3WpV45tuedpV4AaABAg,Ebenin Türkçe de ebeninki yununca mı 😂😂,nötr,2,7,Hayır,neutral,0.6454,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyF5xgsmOXvkEp6owh4AaABAg.AWEMP4i3_6AAWGp8lASWor,Yurt disinda tip okuyacakti oranin sinavina girmistir,nötr,2,3,Evet,neutral,0.5274,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzAvmfreWwMmLbJUhh4AaABAg,Tuğba hep GELSIINN,olumlu,0,2,Hayır,positive,0.5917,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwSBVlL5oHCiRxIvwt4AaABAg,Nasılda tak diye burdayız,nötr,2,0,Hayır,neutral,0.5412,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugz2TyOp1oeLWeIZNwJ4AaABAg,O kadar iyi ki bu virgülden sonrasını yazmak için 10 dakika bekledim Teşekkürler bu seriyi izlettiğiniz için,olumlu,0,0,Hayır,positive,0.8974,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxLuwl6pKUETIiywgR4AaABAg,Melih abinin hesabı neyy,nötr,2,1,Hayır,neutral,0.6578,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyYMwVIEW21wL847md4AaABAg,O KADAR EĞLENDİM Kİ ENİS <3,olumlu,0,0,Hayır,positive,0.8518,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyGpcLyg5QMOiDtgnp4AaABAg,Üç abiyle büyüdüm onların ve Cem Yılmaz’ın yaşlanması çok üzüyor beni 🥲 bu nesilin insanlarını çok seviyorum çok samimi ve yetenekli adamlar Okan Bayülgen Cem yılmaz izlemekten ayrı bir keyif alıyorum İyi ki varsınız,olumlu,0,0,Hayır,positive,0.8108,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugz23vkQxPHCbQL1MQd4AaABAg,Atatürkün evine giderler Kıbleye gitmezler😔,olumsuz,1,1,Hayır,negative,0.8862,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxHVGrejMwA_hFB38p4AaABAg,bence Elraeen Raaene ve cordinin kör sağır dilsiz yemek yaptığı bölüm gibi 3vs3 2şer takım çıkarsak yapsak güzel olur gibi,olumlu,0,0,Hayır,positive,0.4304,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgymzyPQ96q14Lk6Qvp4AaABAg,Emir abi aşırı sempatik ya muhteşem INSANN,olumlu,0,38,Hayır,positive,0.8799,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwiBK70WNpH0x8hatF4AaABAg,Melis zorla gülüyor sanki,olumsuz,1,1,Hayır,negative,0.3752,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxLv7Ke03hMx29Lp2d4AaABAg,Abi seni çok seviyorum da yapay zeka kullanmanın doğaya çok zararı var olmadı gibi bu işler ya,olumsuz,1,0,Hayır,negative,0.7442,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgznAT41mXfLof4Pl0R4AaABAg,İkinci sezon değil de arka sokaklar gibi sonsuz sezon olmalı kesinlikle fakat sunucu Enis Kirazoğlu ile Elraenn ve Rraenn kesinlikle bu üçlü başrol olup sabitlenmeli Ellerinize emeklerinize sağlık her video 10 saat olsa sıkılmadan izlerdim yine de,olumlu,0,0,Hayır,positive,0.7244,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwpBke8Ejs6PmIAAPF4AaABAg,Çok iyi bir projeydi 2 Sezonu bekliyoruz,olumlu,0,0,Hayır,positive,0.9411,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyzzIbDFVsoqlGch-B4AaABAg,32 47 skeç adi nedir,olumsuz,1,0,Hayır,negative,0.6908,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz2itSyDl2-p2fvzXx4AaABAg,Sunucunun kahkahasından dolayı programı izleyemiyorum resmen neden kimse uyarmıyor Cem için tahammül edeyim dedim olmadı ya,olumsuz,1,5,Hayır,negative,0.9191,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxekiTNmdBu7OUyEkx4AaABAg,tolga cevik ve ata demirer bekliyoruz,nötr,2,0,Hayır,neutral,0.5541,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx6df_bvJoLwScTCSp4AaABAg,tarih dersinde ben ve en yakın arkadaşım,nötr,2,87,Hayır,neutral,0.7371,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugx33aXWallMRwaqcb14AaABAg,Boynum tutulmuştu gülmekten boynum kırıldı,olumsuz,1,0,Hayır,negative,0.7991,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwKEQ3lYvia8luvOx14AaABAg,olay programdan çok ekipdeydi ya başka insanlarla bu enerji yakalanamayabilir,olumsuz,1,0,Hayır,negative,0.7098,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugzq01rtUk2k_qm-GUV4AaABAg,ya ilk defa izliyorum da inci kim acaba??,nötr,2,0,Hayır,neutral,0.5197,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyPOfzkOYCi7mgutNl4AaABAg,UZUUN zamandır Zaten Şov un ENN komik eğlenceli doğal programıydı İyi ki varsın Enis Arıkan face red heart shape,olumlu,0,0,Hayır,positive,0.912,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyjIDgyJ_F6h_gvt2t4AaABAg,Arif abi niye gelmiyorr,olumsuz,1,0,Hayır,negative,0.7973,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwmWU_-nYGd_7cymNZ4AaABAg.AUdGK0l9wF3AUeFrPHrNss,<kullaniciadi> z1x yanımda biri öyle yapsa şapalağı yapıştırırdım,nötr,2,31,Evet,neutral,0.4739,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwJKlIIZVPhSgQk1rB4AaABAg,Adamin arkadasi yok herhalde heryere cikiyor,olumsuz,1,0,Hayır,negative,0.6102,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugz4lFZgFD3-vP0Wv_F4AaABAg,TUĞBAA ne komiksin ne tatlısın yaa itibari ile sosis show başlıyor 😂 Gülmekten gözümden yaşlar geldi 😂 iyi ki tekrar karşıma çıktı bu video iyi KII 😂😂,olumlu,0,0,Hayır,positive,0.8782,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUcKpJGIlhv,Aynen istek değil ihtiyaç 😅,nötr,2,60,Evet,neutral,0.5658,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugyzq0WINNCKQC_C9_54AaABAg,Hic bir programa belki de boyle gulmemistim gercekten harikaydi Enis zaten yikti gecirdi cok guzel Melisinde konugunu guzsl dinlemesi saka kaldirmasi cok iyiydi cok keyifliydi cidden,olumlu,0,1,Hayır,positive,0.9021,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyaWfsxktCisLxpxpp4AaABAg,Soluksuz izledim çok keyif aldım keşke bende o turda olsaydım çok eğlencelisiniz😊😂,öneri/tavsiye,3,0,Hayır,positive,0.9116,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzuqyDIlhjILOZhHKR4AaABAg,Allah için şu serinin devamı gelsin😢❤❤,öneri/tavsiye,3,1,Hayır,positive,0.7607,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzMm57_KVCo6phUzXN4AaABAg,abi başta söylediğin gibi otobüs üzerinde birden fazla tur şirketi yapışkanı var bazen tur şirketleri yeterli sayı toplayamadığında genelde 9 ve üzeri olur diğer şirketlerle birleşirler zaten otobüs çıkarıyor oldukları için ona göre komisyon belirlenir bazı acenteler bu otobüslere kendi elemanlarını da gönderir ama şart değil yani siz aslında kendi istediğiniz tur şirketinin değil daha fazla yolcu sayısı olan şirketin turuna katılmışsınız,nötr,2,0,Hayır,neutral,0.6292,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwkeS9MxV0GbZdD5hR4AaABAg,yeni beşli şöyle olsun çağrı ergün mithrain unlost bir tane kadın yayıncı pquen olabilir wtcn maybe,nötr,2,0,Hayır,neutral,0.6391,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxkqaVNXZs15uGqsvB4AaABAg,Mehmet abinin YouTube kanalı nerde,nötr,2,1,Hayır,neutral,0.7723,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugz1GLpw1Ne4zILDeGd4AaABAg,Arif Güloğlu Gelsin lütfen ❤🤲🤲,öneri/tavsiye,3,0,Hayır,neutral,0.4456,öneri/tavsiye
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugyu7d1VcX_MvdWo1E14AaABAg.ARlg1pKJP1hARltidBLm0V,Hiç zoraki bir şey yoktu ya Pür neşe ve heyecan hepsi ❤️,olumlu,0,8,Evet,positive,0.8796,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugz9LGf49JnadsW3D7R4AaABAg,Melih abiye destek 🙃,olumlu,0,0,Hayır,positive,0.5791,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzsVDZVYQeidvyXOIt4AaABAg,dj sesi,nötr,2,2,Hayır,neutral,0.7631,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzJTtaj6ZB6dZCXVit4AaABAg,Şımarıklığın kendini beğenmişliğin zirvesinde,olumsuz,1,2,Hayır,negative,0.6715,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwRayX-rTI6AM9PJkB4AaABAg,gerçekten herkes öyle demiyor mu 🤨🤨,nötr,2,1,Hayır,neutral,0.5657,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW6GP4hWURU,oo sararr özledik,olumlu,0,1,Evet,positive,0.5073,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxaOf2NSnuhAgg2n6V4AaABAg,Bu kadar tatlı be içten olunmaz! Bayılıyorum Doğal mıyım bilmiyorum ama doğallık işte bu şekilde yapmak zorunda kaldığı şeyleri bile kolayca ifade edebilmek 🌹,olumlu,0,0,Hayır,positive,0.8866,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwNjTJcK5buqxGr8XZ4AaABAg,Seviş evlen falan ne saçma format hiç mi etrafında akıl veren kimse yok,olumsuz,1,1,Hayır,negative,0.9084,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwS7MksiX3KnHSSowt4AaABAg,Abi yolculuk uzun olmuş biz sizi geçirirdik oraya zaten popüler bizim burda yunana bişeyler geçirmek papağanlarla akbabalarla midyelerle geçirirlerdi buradaki lere söylesek,olumsuz,1,0,Hayır,negative,0.3909,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxrNf6q3YZy7z2bHMt4AaABAg,yeni sezon yeni 5li olsun,olumlu,0,0,Hayır,positive,0.6879,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz_Q7_CcKnlFI8ZN-d4AaABAg.ARnwmAcU6KNARsR_AhoIWB,nasıl bır durusu var hayatta gercekten bılmedıgım ıcın soruyorum,nötr,2,0,Evet,neutral,0.4887,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzOutCPk3zPG68I_Od4AaABAg,Eray abi harbi renk körümü,olumsuz,1,0,Hayır,negative,0.4831,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyCuSe03BsFerZJ98x4AaABAg,Tuğba ile bir travma kasesi gelmeli,olumsuz,1,0,Hayır,negative,0.4482,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxhYwWxXWUw0A7AllN4AaABAg,EMREE çok iyi DEVAMKEE😂😂 seviliyorsun 😂😂,olumlu,0,0,Hayır,positive,0.9335,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyqlvvqRAOMaw7gYV14AaABAg,Çok güzeldi 😂😂GÜLMEKTEN karnım ağrı girdi 😂😂BENIM bu yıl en çok sevdiğim seri buydu elinize sağlık ❤❤,olumlu,0,0,Hayır,positive,0.9232,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzkIyZ2I2ahawHdM0F4AaABAg.AUcM4cWNnK1AUevWbSCbm-,Aynı kadro sarmaz,olumsuz,1,1,Evet,negative,0.7933,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwHcQFivF2QcVnMnX14AaABAg,resmen gülmekten yanaklarım ağrıdı enis bu işin piri çok seviyorum 😍,olumlu,0,0,Hayır,positive,0.8533,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgweE2eEJr2KSOkMho54AaABAg.AUcUs9chI_cAUcVl5lrQPh,başak duymamıştır yoksa öyle bir şey demezdi knk,olumsuz,1,1,Evet,negative,0.7387,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugx7D0Lgs6SOJhFcP354AaABAg,Karakteri duruşu bakış açıları gerçekten çok kaliteli bir insan Bir solukta izledim Harika bir programdı 👍,olumlu,0,0,Hayır,positive,0.9368,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgycbE2eYjAhxZC1set4AaABAg,Konukla aynı yükseklikte otursa ya sunucu,nötr,2,1,Hayır,neutral,0.4402,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx5e5YBEnyXRCegX5V4AaABAg,Son 1 aydır atılan saçma videolardan sonra on numrara seri geldi şu çakma Survivor ve hangisi gerçek serileri sarmıyor,olumsuz,1,1,Hayır,negative,0.7279,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAVzlwxApFUd,​ <kullaniciadi> zevk işi 😂😂,olumlu,0,2,Evet,positive,0.4698,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugygz6MK_HJJ_whDfP14AaABAg,Fav içerik düşük puanlı şeyler denemenn,olumsuz,1,0,Hayır,negative,0.4062,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxCyU07tfRqwhKNTIh4AaABAg,incinin dileği tutmuss,olumlu,0,0,Hayır,positive,0.5664,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxZPYlnLLfiSTGnRON4AaABAg,sarışın eleman çok komik,olumlu,0,0,Hayır,positive,0.7,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxnFQtwC8vEACSbDNx4AaABAg,Çok GÜZELDII🎉🎉,olumlu,0,0,Hayır,positive,0.9328,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyohNrGFhDChdYV9oF4AaABAg.ARlLHPBheJdATYRvPmwRYv,Ben basit bir tıkım Cem Yılmaz görünce insanlaşırım,olumlu,0,0,Evet,positive,0.5037,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwflBi7UC-51SliL4l4AaABAg,AAYY sonda patladım resmen yaa 😅😅,olumlu,0,0,Hayır,positive,0.4655,
